"poetID","NameHZ","NamePY","HaoHZ","HaoPY","ZiHZ","ZiPY","OtherZiHaoHZ","OtherZiHaoPY","MaritalStatus","Notes","Sex","LifeSpan","StartYear","EndYear","EthnicGroup","MainWorks","ispoet","HuWenKai","zhuLu","xuZuoZhe","baZuoZhe"
709,"吳靜","Wu Jing","","","定生","Dingsheng","","","正室﹐寡婦","諸生吳勵女﹐項肇基室。早寡殉姑。卒年二十六。生卒年據《清代閨秀集叢刊》。另據《清代閨秀集叢刊》，父吳棟材，號勵堂。吳靜年十八歸同里項肇基（字丕勛），婚後三年夫亡","女","清",1753,1778,"漢","《飲冰集》《女鑑錄》",1,"316","常昭合志稿﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
710,"富夢琴","Fu Mengqin","隱蘭","Yinlan","","","韻清","Yunqing","正室","諸生無為邢蒼友室。","女","清",1644,1911,"漢","《繡巖暇草》",1,"627","擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
711,"萬氏(裘曰修母)","Wan shi (Qiu Yuexiu mu)","","","","","","","","尚書諡文達裘曰修母。按裘曰修(1713-1772)，字叔度，江西新建人。乾隆四年进士，改庶吉士。自编修五迁至侍郎，历兵、吏、户诸部。三十八年卒。子行简。 ","女","﹖-1760",0,0,"漢","",1,"","國朝閨秀正始集","",""
712,"劉若蕙","Liu Ruohui","","","","","","","正室","諸生許瑤室。 ","女","清",1644,1911,"漢","《捧翠集》",1,"715","山東通志﹐國朝閨秀正始集","",""
713,"劉氏(蕭某妻)","Liu shi (Xiao mou qi)","","","","","","","正室","參將蕭某室。以節賜旌。","女","明末清初",1628,1661,"漢","",1,"","國朝閨秀正始集","",""
714,"林蘭雪","Lin Lanxue","","","","","","","正室","侍讀學士林蒲封女﹐御史鄧大林室。","女","清",1644,1911,"漢","小山樓草",1,"398","廣東通志﹐國朝閨秀正始集﹐小黛軒論詩詩","陳在謙序",""
715,"曹淑英","Cao Shuying","","","華玉","Huayu","","","正室","程怡堂室。","女","清",1644,1911,"漢","",1,"","國朝閨秀正始集","",""
716,"巢麟徵","Chao Linzheng","","","淑只","Shuzhi","","","正室","進士巢震林(五一)女﹐諸生黃扶義初子室。","女","清",1644,1911,"漢","《泡影集詩一卷》",1,"504","武進陽湖合志﹐國朝閨秀正始集﹐名媛詩緯初編","",""
717,"汪景蘭","Wang Jinglan","","","","","","","","","女","清",1644,1911,"漢","",1,"","國朝閨秀正始集","",""
718,"許氏(徐治都妻)","Xu shi (Xu Zhidu qi)","","","","","","","正室","鎮平將軍一等男謚襄毅徐治都室﹐誥封一品夫人。 蘭閨寶錄作漢軍人。","女","清康熙前後",1662,1722,"漢","",1,"","國朝閨秀正始集﹐小黛軒論詩詩﹐蘭閨寶錄","",""
719,"張義姑","Zhang Yigu","","","","","","","","佚其名。按義姑父官參將﹐康熙十二年同其四子殉難。                          ","女","清康熙",1662,1722,"漢","",1,"","國朝閨秀正始集","",""
720,"顧荃","Gu Quan","","","芬若","Fenruo","","","妾","廣西巡撫諡文毅馬雄鎮側室﹐康熙十三年(1674)﹐吳三桂叛﹐雄鎮被害﹐芬若自縊。","女","?-1674",1644,1674,"漢","芬若詩草",1,"804","畿輔書徵﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
721,"杜小英","Du Xiaoying","","","","","","","","","女","清康熙",1662,1722,"漢","杜烈女遺詩",1,"325","清閨秀藝文略﹐國朝閨秀正始集","",""
722,"周仲姬","Zhou Zhongji","二如","Erru","淑和","Shuhe","","","正室","明經周彬女﹐龍溪諸生李堯封室。妹潤玉。小黛軒論詩詩作龍溪人。","女","清",1644,1911,"漢","二如居詩集",1,"378","擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩﹐閩川閨秀詩話","周正思序",""
723,"完顏兌","Wanyan Dui","","","悅姑","Yuegu","","","正室","都統穆里瑪室﹐誥封一品夫人","女","清",1644,1911,"滿","《花堁閒吟》﹑《花堁叢談》(輯)",1,"","國朝閨秀正始集﹐小黛軒論詩詩﹐女世說","",""
724,"孫淑","Sun Shu","","","靜谷","Jinggu","","","正室","諸生許灝室﹐舉人進益母。九十歲尤作詩達哉行。","女","清",1644,1911,"漢","《靜谷詩集四卷》《繡餘詩集》",1,"461","國朝閨秀正始集﹐蘇州府志﹐擷芳集﹐清閨秀藝文略","",""
725,"吳吳","Wu Wu","","","","","","","正室","太守吳綺次女﹐貴陽舉人江闓(辰六)室。按江闓由舉人薦試鴻博以詩名。","女","清",1644,1911,"漢","《香臺集》",1,"302","貴州通志﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
726,"謝秀孫","Xie Xiusun","","","季蘭","Jilan","","","正室","徵士魏禧室。按魏禧(1624-1681)，字冰叔，宁都人(清史列傳有傳)。明末诸生，明亡后隐居翠微峰，所居之地名勺庭，人又称""勺庭先生""。後出游江南，入浙中，以文会友。康熙间，举博学鸿词，不应，後逝于扬州。卒年五十七。妻谢氏，绝食殉。魏禧與兄祥、弟礼,都能文章,世称""三魏""。","女","﹖-1681",1628,1681,"漢","",1,"","國朝閨秀正始集","",""
727,"沈采蘋","Shen Caiping","","","","","","","正室","侍郎周清原室﹐誥封一品夫人。按清原字浣初﹐以詩名﹐康熙己未由監生舉鴻博授館職。","女","清順治康熙間",1644,1722,"漢","",1,"","國朝閨秀正始集","",""
728,"施坤","Shi Kun","","","資生","Zisheng","","","正室","進士張鉅卿室。","女","清",1644,1911,"漢","遏雲吟",1,"425","擷芳集﹐本朝名媛詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
729,"彭淑","Peng Shu","","","又徐","Youxu","","","正室","舉人彭賓女﹐諸生沈麟友聖室。歷代婦女著作考作松江人。","女","清",1644,1911,"漢","詠物諸體詩",1,"628","松江府續志﹐國朝閨秀正始集","",""
730,"董琴","Dong Qin","","","嶧蘊","Yiyun","","","正室﹐寡婦","副榜董量女﹐國學生蔡雲室。雲中年捐館﹐嶧蘊銜悲茹痛﹐遂爾焚筆。六年亦卒。","女","清",1644,1911,"漢","靜吟集三卷",1,"689","湖州府志﹐烏程縣志﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
731,"彭孫倩","Peng Sunqian","","","孌如","Luanru","彭孫婧","Peng Sunjing","正室","明太僕卿期生女﹐侍郎孫遹女兄﹐錦縣知縣陳龍孫室。歷代婦女著作考作彭孫婧。按孙遹孫遹(1631-1700)，字駿孫﹐號羨門﹐順治十六年進士，授中書。康熙十八年開博學鴻儒科，明年三月朔，召試太和殿。孫遹為天子親擢一等一名﹐授編修。歷官吏部侍郎﹐充經筳講官。年七十致仕歸，御書松桂堂額賜之，遂以名其集。 ","女","清順治前後",1628,1691,"漢","盤城遊草",1,"628","眾香詞﹐擷芳集﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
732,"王素娟","Wang Sujuan","","","冰蟾","Bingchan","","","","又作莼江人。","女","清",1644,1911,"漢","鏡閣秋聲",1,"238","擷芳集﹐正始集﹐本朝名媛詩鈔﹐小黛軒論詩詩","",""
733,"李靜莊","Li Jingzhuang","靜莊","Jingzhuang","","","","","正室","山西舉人張九成室。","女","清",1644,1911,"漢","《深柳居詩集》﹑《素閨雜詠》",1,"343","蘇州府志﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
734,"陶文柔","Tao Wenrou","","","永修","Yongxiu","","","正室","天台學博陶冰修女﹐贛榆訓導葉永年室。著有白雲樓詩草﹐不戒於火﹐故失傳。","女","清",1644,1911,"漢","白雲樓詩草",1,"609","擷芳集﹐青浦閨秀詩存﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
735,"陳蕊珠","Chen Ruizhu","","","逸仙","Yixian","","","正室","諸生鮑臯室。與其女鮑之蘭﹑鮑之蕙﹑鮑之芬三女史詩鈔合刻﹐題曰課選樓合稿。","女","1714-1778",1714,1778,"漢","課選樓遺詩一卷",1,"602","丹徒縣志﹐國朝閨秀正始集﹐小黛軒論詩詩","","鮑之鍾跋"
736,"江蘭","Jiang Lan","","","貞淑","Zhenshu","","","正室","左副都御史江九同女﹐主事張叔珽室。側室徐如蕙亦能詩。墓誌銘：生於丁未年11月8日(1667),卒於丙子年(1696)12月11日(西曆應為1697年). GF","女","1667-1696",1667,1696,"漢","倚雲樓詩草",1,"289","湖北通志﹐擷芳集﹐國朝閨秀正始集","張叔珽序",""
737,"吳若雲","Wu Ruoyun","香城","Xiangcheng","絳衣","Jiangyi","","","正室","吳覲光女﹐妹鳳儀柔儀淑儀﹐寶山州倅毛思正(字海客)妻。女萼華﹐字竹君﹐亦能詩。","女","清",1644,1911,"漢","《香雪閣詩草四卷》﹑《吹蘭詩鈔》﹑《罷繡偶吟》﹑《香城詞》﹑《無皋雜說》",1,"306","嘉定縣志﹐江蘇詩徵﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩﹐女世說","",""
738,"杜若","Du Ruo","默溪","Moxi","耀眉","Yaomei","","","正室","諸生雷咸室。歷代婦女著作考作默蹊。小黛軒論詩詩作點蹊。","女","清",1644,1911,"漢","牛衣唱和集",1,"325","擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
1822,"姚鳳儀","Yao Fengyi","","","","","","","正室","樞部姚戊生女﹐諸生方于宣室。小黛軒論詩詩又作姚雲儀﹐著《紉蘭閣詩集》。","女","清",1644,1911,"漢","《蕙綢閣詩集一卷》﹐《蘭東初集》",1,"421","桐城縣志﹐擷芳集﹐然脂集﹐國朝閨秀正始續集﹐小黛軒論詩詩","方維儀序",""
740,"李學溫","Li Xuewen","","","蘭貞","Lanzhen","紺珠","Ganzhu","正室","學士李中簡女﹐李學慎姊﹐教授舒其紱室。卒年二十九。","女","清",1644,1911,"漢","《麗景樓詩二卷》﹑《香雪閣詞一卷》﹑《宜家瑣語一篇》",1,"343","擷芳集﹐國朝閨秀正始集","無名氏序﹐李中簡撰墓誌銘",""
741,"王微","Wang Wei","","","","","","","","王仲賢女。","女","清",1644,1911,"漢","",1,"","古今女史﹐國朝閨秀正始集﹐名媛彙詩","",""
742,"曼殊","Manshu","","","","","張阿錢","Zhang Aqian","妾","檢討毛奇齡側室。曼殊本豐臺賣花張翁女﹐名阿錢﹐能以剪刻花鳥人物﹐容貌娟好﹐目有曼光。歸大可﹐更名曼殊﹐始學為詩﹐年二十卒﹐諸名士賦詩弔之﹐趙秋谷曰喚作佛花原是誤﹐知君爭肯住人間。按毛奇龄，字大可，又名甡，萧山人。康熙十八年，荐举博学鸿儒科，试列二等，授翰林院检讨，充明史纂修官。二十四年，充会试同考官，寻假归，得痺疾，遂不复出。归田后，僦居杭州。著春秋毛氏传三十六卷，春秋简书刊误二卷，春秋属辞比事记四卷。五十二年，卒於家，年九十一。门人蒋枢编辑遗集，分经集、文集二部，经集自仲氏易以下凡五十种，文集合诗、赋、序、记及他杂著凡二百三十四卷。四库全书收奇龄所著书目多至四十馀部。","女","清康熙",1662,1722,"漢","留視吟",1,"516","眾香詞﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐女世說","",""
743,"張傳","Zhang Chuan","","","汝傳","Ruchuan","","","正室","明經張止鑒女﹐詩人慧曉妹﹐廣文貢生徐基(宗頊)妻。","女","明清",0,0,"漢","《繡餘集》",1,"523","青浦縣志﹐眾香詞﹐擷芳集﹐本朝名媛詩鈔﹐國朝閨秀正始集","王日藻序",""
744,"徐珠淵","Xu Zhuyuan","","","","","","","妾","侍讀施閏章側室。按闰章(1618-1683)，字尚白，号愚山，宣城人。祖鸿猷，以儒学著。顺治六年进士，授刑部主事，以员外郎试高等。擢山东学政。秩满，迁江西参议。十八年，召试鸿博，授翰林院侍讲，纂修明史，典试河南。二十二年，转侍读，寻病卒。著有学馀堂集、矩斋杂记、蠖斋诗话，都八十馀卷。     ","女","清順治康熙間",0,0,"漢","",1,"","國朝閨秀正始集","",""
745,"林瑛佩","Lin Yingpei","","","懸蔾","Xuanli","林大家","Lin Dajia","正室","通判林西仲(雲銘)長女﹐母蔡捷﹐貢生三山鄭郯室。《閩川閨秀詩話》又作福建侯官人。","女","清康熙間",1692,1735,"漢","《林大家集》﹑《懸藜遺稿二卷》",1,"398","擷芳集﹐眾香詞﹐福建通志﹐見山樓墨話﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐閩川閨秀詩話","",""
746,"吳喜珠","Wu Xizhu","","","","","","","正室﹐寡婦","環山方如麟室。","女","清",1644,1911,"漢","吳孺人詩集",1,"310","擷芳集﹐清閨秀藝文略﹐國朝閨秀正始集","",""
747,"陳蘭徵","Chen Lanzheng","","","","","","","正室","貢生曹承烈室。","女","清",1644,1911,"漢","《谷香詩草二卷》",1,"607","清閨秀藝文略﹐國朝閨秀正始集","",""
748,"陸鳳池","Lu Fengchi","秀林山人","Xiulinshanren","元霄","Yuanxiao","","","繼室","广东惠潮道副使陸振芬(祖彬)女，陸錫山先生女弟﹐御史曹一士繼室﹐早卒。女三﹐長錫珪次錫淑季錫堃均以詩名。按陸振芬，字令遠，江南華亭人。順治六年進士。曹一士(1678-1736)，字諤廷，江蘇上海人。雍正七年進士，改庶吉士，散館授編修。十三年，考選云南道监察御史。乾隆元年，遷工科給事中。有四焉齋文集八卷，詩集六卷。據《清代閨秀集叢刊》，鳳池字元宵，兄陸榮秬","女","1680-1711",1680,1711,"漢","",1,"619","清史稿藝文志﹐青浦縣志﹐擷芳集﹐四焉齋集﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐小黛軒論詩詩﹐閨秀詞話﹐蘭閨寶錄﹐女世說","儲大文﹐陳鵬年﹐焦袁熹序﹐曹一士引","曹錫黼跋"
4592,"褚貞","Chu Zhen","","","紉蘭","Renlan","","","正室","諸生某女。幼工吟詠﹐既以所適非偶﹐賦落花詩數十首。","女","清",1644,1911,"漢","落花詩一卷",1,"703","女世說﹐海寧州志稿","",""
749,"陳靜淵","Chen Jingyuan","","","","","","","正室﹐寡婦","大學士諡文貞廷敬女孫，郎中豫朋女，貢生衛封沛室。早寡。著有《悟因樓存草》。 小黛軒論詩詩作字鳳臺。","女","清",1644,1911,"漢","悟因樓存草",1,"603","山西通志﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
750,"鍾令嘉","Zhong Lingjia","甘荼老人","Gantulaoren","守箴","Shouzhen","","","正室﹐寡婦","蔣堅妻。編修蔣士銓母﹐早寡。以子士銓貴﹐封安人﹐隨宦遊歷甚廣。卒年七十。按士銓(1725-1785)，字心餘，一字苕生，號清容，又號藏園，晚號定甫、離垢居士，铅山人。家故贫，四岁，母锺氏授书，断竹篾为点画，攒簇成字教之。既长，工为文，喜吟咏。由举人官中书。乾隆二十二(1757)進士，授编修。文名藉甚，裘曰修、彭元瑞并荐其才。以病乞休，卒年六十二。","女","ca. 1706-ca. 1775",1706,1775,"漢","《柴車倦遊集二卷》",1,"777","清史稿藝文志﹐擷芳集﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
752,"周淑媛","Zhou Shuyuan","","","又洲","Youzhou","","","","","女","清",1644,1911,"漢","",1,"","國朝閨秀正始集","",""
753,"杜瑽","Du Cong","浣雲","Huanyun","佩玉","Peiyu","","","正室","永春知州杜昌丁女，諸生吳縣范志室。小黛軒論詩詩作杜縱。太倉人。按杜昌丁有《藏行紀程》。","女","清乾隆",1736,1795,"漢","《竹雲樓草》",1,"326","擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
754,"楊克恭","Yang Kegong","","","德基","Deji","","","正室","昭武將軍諡敏壯楊捷女孫，楊克順姊﹐同知德清徐志巖室。按杨捷，字元凯，义州人，先世居宝应，明初，以军功授后屯卫指挥使，世袭，遂家焉。捷初为明裨将，顺治元年来降，授山西抚标中军游击。後歷官至少保兼太子太保。康熙三十九年，卒，年七十四，赠少傅兼太子太傅，谥敏壮。孙铸，袭职，请改籍扬州卫。 ","女","清",1644,1911,"漢","蘭藻閣詩",1,"671","湖州府志﹐重修揚州府志﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
755,"楊克順","Yang Keshun","","","","","","","正室","昭武將軍諡敏壯楊捷女孫，楊克恭妹，諸生王靜巖室。按杨捷，字元凯，义州人，先世居宝应，明初，以军功授后屯卫指挥使，世袭，遂家焉。捷初为明裨将，顺治元年来降，授山西抚标中军游击。後歷官至少保兼太子太保。康熙三十九年，卒，年七十四，赠少傅兼太子太傅，谥敏壮。孙铸，袭职，请改籍扬州卫。 ","女","清",1644,1911,"漢","《父書樓稿》",1,"672","國朝閨秀正始集﹐小黛軒論詩詩","",""
756,"汪景山","Wang Jingshan","","","逸令","Yiling","","","","","女","清",1644,1911,"漢","",1,"","國朝閨秀正始集","",""
757,"聞璞","Wen Pu","","","楚璜","Chuhuang","","","未嫁","雲南庫大使聞譽彥女。守貞不字事親。","女","清",1644,1911,"漢","《醉鶴樓集》﹑《聞孝女詩鈔》",1,"702","柳絮集﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
758,"方京","Fang Jing","","","彩林","Cailin","","","正室","京一名潔﹐進士方殿元女，吳縣教諭金綖室，按察使金祖靜母﹐其媳楊珊珊。按殿元，字蒙章。康熙三年进士。历知剡城、江宁等县。置祭田以赡兄弟，而自携长子还、次子朝侨寓苏州。父子皆有诗名。所称“岭南七子”，并其二子数之也。殿元著《九谷集》等。","女","清康熙",0,0,"漢","綵林集二卷",1,"223","廣東通志﹐蘇州府志﹐擷芳集﹐國朝閨秀正始集﹐小黛軒論詩詩","沈德潛序",""
759,"楊珊珊","Yang Shanshan","","","珮聲","Peisheng","","","正室","布衣楊賓女，按察使金祖靜室。按楊賓字可师，号耕夫，别号大瓢，工書法﹐著有《大瓢偶笔八卷》。","女","清康熙",0,0,"漢","珮聲詩稿一卷",1,"673","蘇州府志﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
760,"張氏(齊寶妻)","Zhang shi (Qi Bao qi)","","","","","","","正室","諸生齊寶室。","女","清",1644,1911,"漢","《一經堂稿》",1,"534","國朝閨秀正始集﹐小黛軒論詩詩","",""
761,"顧可貞","Gu Kezhen","","","含章","Hanzhang","","","正室","同郡諸生胡孝思(抱一)室。按孝思嘗為吳郡守﹐後遷御史中丞，撫河南。與朱珖輯《本朝名媛詩鈔六卷》﹐並作序。歷代婦女著作考作長洲人。","女","清康熙",1662,1722,"漢","《淩雲閣詩鈔》",1,"801","蘇州府志﹐擷芳集﹐本朝名媛詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
762,"孫書雲","Sun Shuyun","","","伴香","Banxiang","","","未嫁","中書孫枝蔚姪女。按枝蔚字豹人﹐有才名﹐年七十舉博學鴻詞﹐以老授中書。作《溉堂前集九卷》﹑《續集六卷》﹑《後集六卷》。伴香父早歿﹐奉母依豹人不嫁。","女","清初",0,0,"漢","",1,"","國朝閨秀正始集﹐小黛軒論詩詩","",""
