id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
339,226,441,蒙齋書院,1307,,蒙古元,,蒙古元,廬陵,114.971275,27.103239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Liu Jiangsun, Yangwu zhaiji [SKQS:zb ed.), 15.20a-21b",
340,227,442,勉齋書院,1359,,蒙古元,,蒙古元,福州路,119.321579,26.07395363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,8473,"from L.Walton: Gong Shitai, Wanzhai ji 玩齋集 [Taipei 1972 rpt of WYG SKQS ed.), 7.9a-12b; Fuzhou fuzhi, 11.23a",
341,230,445,明道書院,,,蒙古元,,蒙古元,建康路,118.76899,32.05256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,2849,"from L.Walton: Miaoxue dianli, 5,p.106-107; Jinling xinzhi, 9.29b-30a",
342,230,3353,明道書院,1241,淳祐,南宋,,,上元,118.76899,32.052563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P28.",
343,230,3491,明道書院,1300,大德,蒙古元,,,雲州,115.7182,41.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,400,,
344,230,3550,明道書院,1300,大德,蒙古元,,,南陽府,112.5354691,33.00167847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,231,446,明經書院,1311,,蒙古元,,蒙古元,婺源州,117.8445892,29.24472809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5168,"from L.Walton: Wu Cheng [e-SKQS ed.], 37.5b-8b; 大明一統志 16.18a; Hu Bingwen, Yunfengji [SKQS e-ed.], 6.1a-3a [Dedicatory Ode on the Hall of Great Completion]; 5a-14b [22 Greetings for the Opening Lectures at Mingjing Academy]; 1.1a-3a; Anhui  fuzhi, 7 [1827 ed.]",
346,231,2923,明經書院,1119,宣和,南宋,,,融州,109.248543,25.065443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,334,,
347,231,3196,明經書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,323,,
348,232,447,明善書院,1284,,蒙古元,,蒙古元,松陽,119.485344,28.450748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,13261,"from L.Walton: Wu Shidao, Wu libu wenji [Xu Jinhua congshu ed.], 12.6a-7a; Wang  Wei, Wang zhongwen gongji [SKQS e-ed.], 12.6a-7a",
349,233,448,明正書院,1312,,蒙古元,,蒙古元,常山,118.502663,28.903732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5886,"from L.Walton: Huang Jin, Jinhua Huang xiansheng wenji [SBCK ed.], 8.12a-13a (land inscription); 大明一統志 43.7b",
350,236,452,南豐書院,1350,,蒙古元,,蒙古元,南豐州,116.5299301,27.21430588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 53.6b; Tianxia, 485",
351,237,453,南湖書院,1350,,蒙古元,,蒙古元,黟縣,117.930214,29.933117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,9653,,
352,237,454,南湖書院,1304,,蒙古元,,蒙古元,沔陽府,113.2366028,30.18954086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Cheng Jufu, Xuelou ji [e-SKQS], 12.10a-11b; 大明一統志 66.3b",
353,237,3121,南湖書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,,
354,237,3163,南湖書院,1175,淳熙,南宋,,,臨川,116.351341,27.984781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,237,3357,南湖書院,1242,淳祐,南宋,,,武昌,114.879906,30.402718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P332;元代書院之地理分佈P401;中國古代的書院制度P51;中國書院制度考略P21.",
356,237,3492,南湖書院,1300,大德,蒙古元,,,安陸府,112.5892563,31.16983032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,402,,
357,238,455,南溪書院,,,蒙古元,,蒙古元,饒州路,116.6638336,28.99416733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6017,"from L.Walton: 大明一統志 50.7b [says Cheng Jufu wrote an inscription?]; Sun, Jiangxi #56 (Jianggxi tongzhi 82.28a)",
358,238,456,南溪書院,1344,,蒙古元,,蒙古元,尤溪,118.18219,26.171848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 77.6b; SYXA:supp 81.54a-b; Nanxi shuyuan zhi (1870 ed.); inscription by Lin Xingzu 林興祖, 4.6b-10a",
359,238,2924,南溪書院,1119,宣和,南宋,,,茶陵,113.55217,26.801975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,323,,
360,238,2925,南溪書院,1119,宣和,南宋,,,浮梁,117.236359,29.382742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,308,,
361,238,3290,南溪書院,1216,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,12;33;35,"多个出處:中國古代書院發展史P12,33,35;江西古代書院研究P111,226;元代書院之地理分佈P365;中國古代的書院制度P51;中國書院制度考略P21.",
362,238,3354,南溪書院,1241,淳祐,南宋,,,龍溪,117.653053,24.511744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,13;35,"多个出處:中國古代書院發展史P13,35;中國古代的書院制度P29.",
363,238,3495,南溪書院,1300,大德,蒙古元,,,南溪,104.9720154,28.84798431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,394,,
364,239,457,南軒書院,,,蒙古元,,蒙古元,江寧,118.76899,32.052563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3708,"from L.Walton: Zhizheng Jinling xinzhi [1344], 9.12b-13a; 30a",
365,239,458,南軒書院,1235,,南宋,,,宜春,114.375885,27.794266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Sun, p.27 [Jiangxi #45]; Jiangxi tongzhi, 81.23a; 大明一統志 57.19b; Yu Ji, [SBBY ed.], 36.2a-3a; Tianxia, p.562-566",
366,239,3095,南軒書院,1203,嘉泰,南宋,,,寧鄉,112.550476,28.2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湖南书院史稿,,,,,,,,,,
367,239,3197,南軒書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,多个出處:宋代書院與宋代學術之關係P324;元代書院之地理分佈P386.,
368,239,3219,南軒書院,1181,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P29,52;中國書院制度考略.",
369,240,459,南陽書院,,,蒙古元,,蒙古元,武昌路,114.3066635,30.57366943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,969,,
370,240,460,南陽書院,1301,,蒙古元,,蒙古元,江陵,112.190773,30.350445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Cheng Jufu, Xuelou ji [e-SKQS], 11.28b-30b; inscription 銘on library [23.4a-b]; 碑 on academy [7.1a-4a]",
371,240,3330,南陽書院,1238,嘉熙,南宋,,,夔州,109.5251312,31.05475044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P395.,
372,240,3339,南陽書院,1246,淳祐,南宋,,,江陵府,112.190773,30.350445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,333,,
373,240,3553,南陽書院,1300,大德,蒙古元,,,南陽府,112.5354691,33.00167847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,241,461,南嶽書院,,,蒙古元,,蒙古元,衡山,112.852417,27.245646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6651,,
375,243,472,尼山書院,1337,,蒙古元,,蒙古元,鄒縣,116.96727,35.402763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 23.12a; Yu Ji, Daoyuan xuegu lu [Taipei: Huawen Book Company ed. 1912 photocopy], 29.5b-7b; Wei Su, Shuoxuezhai gao 說學齋稿[e-SKQS ed], 2.36a-38a",
376,244,473,藕澤書院,,,蒙古元,,蒙古元,潞州,113.103485,36.183537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,18784,,
377,245,474,盤阿書院,,,蒙古元,,蒙古元,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5050,,
378,247,479,平湖書院,1275,,蒙古元,,蒙古元,海康,110.087914,20.901958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,2386,from L.Walton: 大明一統志 82.11b-12a,
379,247,2928,平湖書院,1119,宣和,南宋,,,龍溪,117.653053,24.511744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,321,,
380,248,480,平江書院,,,蒙古元,,蒙古元,平江路,120.6186218,31.31270981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,11997,,
381,249,481,鄱江書院,,,蒙古元,,蒙古元,鄱陽,116.663833,28.994167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3766,"from L.Walton: 大明一統志 50.7b; Tianxia, 307; Jiangxi tongzhi, 82.16b",
382,250,482,鄱陽書院,,,蒙古元,,蒙古元,鄱陽,116.663833,28.994167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5745,"from L.Walton: 大明一統志 50.7b; Tianxia, 307; Jiangxi tongzhi, 82.16b",
383,256,510,朴山書院,1305,,蒙古元,,蒙古元,太和州,114.8948746,26.79210281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Liu Jiangsun, Yangwu zhai ji [SKQS ed.], 15.21b-25a",
384,259,519,喬江書院,,,蒙古元,邑人,蒙古元,[未詳],,,三賢堂,宋末,,,,,,,,,,；（山長）黃澹文復；,元初；元統年間,楚屈原；漢賈誼；唐杜甫；,教學与研究,,,,,,,,,,,,,,,,,湖南书院史稿,,,,,,,,,"from L.Walton: Xu Youren, Zhizheng ji [e-SKQS], 70.10b-11a",
385,260,520,巧江書院,,,蒙古元,,蒙古元,長沙,112.978134,28.198198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from L.Walton: 大明一統志 63.14a [cannot find 10.10.2006],
386,261,521,樵溪書院,,,蒙古元,,蒙古元,光澤,117.333252,27.539524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,12622,,
387,262,522,琴道書院,,,蒙古元,,蒙古元,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Xu Youren, Zhizheng ji [e-SKQS], 72.11b-12a.",
388,263,523,情節書院,1350,,蒙古元,,蒙古元,太和州,114.8948746,26.79210281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 56.10b; Tianxia, 8.35b-38a [Ouyang Xuan inscription]",
389,266,592,青田書院,1301,,蒙古元,,蒙古元,桂陽,113.679718,25.55172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Cheng Jufu, 12.11a-12a (1304); Tianxia, 7.26b-28a, has this inscription under Shilin 石林 Academy [maybe this was a later name, since no Qingtian listed here under Jinxi county?]",
390,266,3779,青田書院,1169,乾道,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,305,"多个出處:宋代書院與宋代學術之關係P305;江西古代書院研究P107,220,226;元代書院之地理分佈P368.",
391,267,593,青溪書院,,,蒙古元,,蒙古元,安仁,116.903259,28.40443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Zhao Wen 趙文, Qingshan ji 青山集 [e-SKQS ed], 3.4b-7a",
392,267,3123,青溪書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,267,3556,青溪書院,1300,大德,蒙古元,,,上元,118.76899,32.052563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,388,,
394,268,594,清獻書院,,,蒙古元,,蒙古元,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3750,,
395,268,3440,清獻書院,1269,咸淳,南宋,,,衢州,118.8676453,28.95682144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,315,多个出處:宋代書院與宋代學術之關係P315;元代書院之地理分佈P377;中國古代的書院制度P28.,
396,268,3761,清獻書院,1075,天賜禮盛國慶,西夏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,,
397,269,595,清湘書院,,,蒙古元,,蒙古元,處州路,119.9130096,28.44873238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,10552,,
398,269,3292,清湘書院,1215,至寧,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P334;中國古代的書院制度P28.",
399,270,596,清忠書院,1350,,蒙古元,,蒙古元,青田,120.288155,28.143875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,13589,"from L.Walton: 大明一統志, 9.5b; Shu Di 舒頔 [1304-77], Zhensuzhai ji 真素齋集 [1838 Zhensuzhai jia zangshu ed.], 2.3a-4a [""Preface on Sending Off Hea大明一統志aster Dai to Pure Loyalty Academy""].",
400,271,597,慶洲書院,1301,,蒙古元,,蒙古元,婺源州,117.8445892,29.24472809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6743,"from L.Walton: Liu Yueshen 劉岳申, Shenzhai Liu xiansheng wenji 申齋劉先生文集 [National Central Library 1970 Yuandai zhenben ed.], 6.16a-17a [Inscription on the Restoration of Qingzhou Academy]; Xu Youren, Zhizheng ji [e-SKQS], 36.10b-13a.",
401,271,3636,慶洲書院,1315,延祐,蒙古元,,,益陽州,112.335289,28.59780884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,386,多个出處:元代書院之地理分佈P386;中國古代的書院制度P51;中國書院制度考略P21.,
402,272,598,齊山書院,,,蒙古元,,蒙古元,歙縣,118.433945,29.86577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6179,,
403,272,599,齊山書院,,,蒙古元,,蒙古元,成都路,104.0780029,30.65037918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,12512,,
404,276,603,泉山書院,,,蒙古元,,蒙古元,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,4430,,
405,276,3419,泉山書院,1269,咸淳,南宋,,,同安,118.144119,24.736046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,322,,
406,276,3832,泉山書院,1267,咸淳,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,318,多个出處:宋代書院與宋代學術之關係P318;元代書院之地理分佈P381;泉州古代書院P49.,
407,277,604,柔川書院,,,蒙古元,,蒙古元,長洲,120.618622,31.31271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,9617,,
408,277,3397,柔川書院,1279,至元,蒙古元,,,黃巖州,121.2583542,28.64261246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,376,,
409,279,606,三茅書院,,,蒙古元,,蒙古元,宿遷,118.2970581,33.95830154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,11700,,
410,280,607,三山書院,,,蒙古元,,蒙古元,長子,112.8740006,36.11999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6009,,
411,280,608,三山書院,,,蒙古元,,蒙古元,陽城,112.4179993,35.49059296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,8933,,
412,280,3375,三山書院,1254,寶祐,南宋,,,侯官,119.321577,26.073954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,317,多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380.,
413,283,611,上蔡書院,1262,,南宋,,蒙古元,河東,110.332306,34.835129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,8314,from L.Walton: 大明一統志 47.10b; Zhejiang tongzhi 27.29a-b,
414,283,3311,上蔡書院,1226,寶義,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,多个出處:宋代書院與宋代學術之關係P313;元代書院之地理分佈P376.,
415,283,3382,上蔡書院,1262,景定,南宋,,,台州,121.1205978,28.84313202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P312;元代書院之地理分佈P375;中國古代的書院制度P28,51;中國書院制度考略P21.",
416,283,3749,上蔡書院,1043,慶曆,南宋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,335,多个出處:宋代書院與宋代學術之關係P335;元代書院之地理分佈P407.,
417,287,615,邵庵書院,1337,,蒙古元,,蒙古元,六安州直隸州直轄地方,116.4941177,31.7545948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 54.8b; Tianxia, 523",
418,287,3692,邵庵書院,1337,至元,蒙古元,,,崇仁,116.061584,27.75564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江西古代書院研究,223,多个出處:江西古代書院研究P223;元代書院之地理分佈P368.,
419,291,628,石洞書院,,,南宋,,蒙古元,大都路,116.0654297,39.80779266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,2597,,
420,291,629,石洞書院,,,蒙古元,,蒙古元,廬陵,114.971275,27.103239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: YR II.948; Lao, p.122 [Huang Jin. Huang wenxiangong ji [Zhonghua shuju ed.], 8.336 [but seems to be misplaced -- part of this is about Yuan, but it's within another person's epitaph??]",
421,291,630,石洞書院,1221,,南宋,,,杭州路,120.1686249,30.2941246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 50.7b; Sun, p.34 (#118), Jiangxi tongzhi, 82.28a.",
422,291,3256,石洞書院,1198,承安,金,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,313,多个出處:宋代書院與宋代學術之關係P313;中國古代的書院制度P29.,
423,291,3610,石洞書院,1300,大德,蒙古元,,,華亭,121.227638,31.009476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,389,多个出處:元代書院之地理分佈P389;中國古代的書院制度P50;中國書院制度考略P20.,
424,293,641,石鼓書院,,,蒙古元,,蒙古元,順德府,114.4942627,37.06635666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Shigu shuyuan zhi 石鼓書院志 (1598 facsimile reprint), in Zhao Suosheng 趙所生, Xue Zhengxing 薛正興, eds., Zhongguo lidai shuyuan zhi 中國歷代書院志 [Shanghai?: Jiangsu jiaoyu chubanshe, n.d.]",
425,293,2936,石鼓書院,1119,宣和,南宋,,,新昌,120.902107,29.494654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,312,多个出處:宋代書院與宋代學術之關係P312;元代書院之地理分佈P378.,
426,293,3046,石鼓書院,997,至道,南宋,,,衡州,112.5970383,26.90161705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,324,,
427,294,642,石林書院,,,蒙古元,,蒙古元,順天府,116.3680039,39.931427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,6649,,
428,294,3144,石林書院,1146,人慶,西夏,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,305,多个出處:宋代書院與宋代學術之關係P305;江西古代書院研究P113;中國古代的書院制度P29.,
429,294,3223,石林書院,1178,天禧,西遼,,,[未詳],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,326,,
430,295,643,石鹿書院,1346,,蒙古元,,蒙古元,深州直隸州直轄地方,115.5488739,38.01173019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: Wei Su 危素, Wei taipu yunlin xuji 危太樸雲林續集 [1913 Wuxing Liu clan Jiayetang printed ed.], 4.9b-10b",
431,296,644,石門書院,,,蒙古元,,蒙古元,武進,119.952301,31.78278351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3843,,
432,296,645,石門書院,,,蒙古元,,蒙古元,甘泉,119.4371872,32.39126968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,8532,,
433,296,2989,石門書院,1119,宣和,南宋,,,常山,118.502663,28.903732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宋代書院與宋代學術之關係,314,,
434,296,3399,石門書院,1279,至元,蒙古元,,,青田,120.288155,28.143875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,377,,
435,297,646,石門洞書院,1294,,蒙古元,,蒙古元,通州,120.854645,32.010471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 大明一統志 44.8b; Liu Guan 柳貫, Liu Daizhi wenji 柳待制文集 [Jiangyin Miushi Yifengtang 江陰繆氏藝風堂 Yuan 1341-68 printed ed.],15.28b-31b",
436,298,647,石丘書院,,,蒙古元,,蒙古元,汾陽,111.7790299,37.26340485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,5101,,
437,298,3687,石丘書院,1350,至正,蒙古元,,,婺源州,117.8445892,29.24472809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,299,648,師山書院,,,蒙古元,,蒙古元,平定直隸州直轄地方,113.6222687,37.80203629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,13185,,
439,299,3688,師山書院,1350,至正,蒙古元,,,歙縣,118.433945,29.86577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,403,多个出處:元代書院之地理分佈P403;中國古代的書院制度P51;中國書院制度考略P21.,
440,300,649,石室書院,,,蒙古元,,蒙古元,代州直隸州直轄地方,112.9490433,39.06039047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from L.Walton: 王沂, 伊賓集 [e-SKQS ed), 18.3b-5b; Liu Yueshen, Shenzhai wenji [e-SKQS], 6.30a-32a.",
441,300,3602,石室書院,1300,大德,蒙古元,,,宜賓,104.6163559,28.77483177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元代書院之地理分佈,394,多个出處:元代書院之地理分佈P394;中國古代的書院制度P51;中國書院制度考略P21.,
442,300,3698,石室書院,1340,至元,蒙古元,,,成都,104.077995,30.650385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四川書院史,58,,
443,300,3699,石室書院,1340,至元,蒙古元,,,成都路,104.0780029,30.65037918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四川書院史,58,,
444,300,3717,石室書院,1345,至正,蒙古元,,,成都路,104.0780029,30.65037918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四川書院史,59,,
445,301,650,石峽書院,,,蒙古元,,蒙古元,解州直隸州直轄地方,110.8554382,34.91178131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元人傳記資料索引,3777,"from L.Walton: Fang Fengchen 方逢辰, Jiaofeng waiji 蛟峰外集 [SKQS:zb], 3.31a-35b; Fang Hui 方回, Tongjiangji 桐江集, 1.13-17 [prose poem on Stone Gorge Academy]; SYXA 82.14a [lecture by Fang Fengchen]",
446,301,3441,石峽書院,1269,咸淳,南宋,,,淳安,118.965165,29.612287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中國古代書院發展史,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P315;元代書院之地理分佈P373;中國古代的書院制度P28.",
